,Compound,Date,Negative,Neutral,Positive,User,text
56,0.0,Sun Dec 31 18:05:14 +0000 2017,1.0,0.0,0.0,@TheEllenShow,2 days left! #GameofGames https://t.co/4LBqRjuNln
57,0.0,Sat Dec 30 21:50:22 +0000 2017,1.0,0.0,0.0,@TheEllenShow,3 more days. #GameofGames https://t.co/rPuFPoRqdE
58,0.0,Sat Dec 30 17:35:56 +0000 2017,1.0,0.0,0.0,@TheEllenShow,This Tuesday is going to rock your world. #GameofGames https://t.co/2bLWu0rOUb
59,0.7574,Sat Dec 30 16:35:33 +0000 2017,0.629,0.0,0.371,@TheEllenShow,"Happy birthday, @AndyLassner! You make me smile every day. Sometimes on purpose. https://t.co/4jNaEoIh4N"
60,0.3612,Sat Dec 30 00:35:19 +0000 2017,0.615,0.0,0.385,@TheEllenShow,Who’s ready for 2018? https://t.co/tDuTPB7ndQ
61,0.0,Fri Dec 29 20:27:15 +0000 2017,1.0,0.0,0.0,@TheEllenShow,"Here’s lookin’ at you, 2017. https://t.co/j7EAhMaIwc"
62,0.4019,Fri Dec 29 18:59:07 +0000 2017,0.899,0.0,0.101,@TheEllenShow,"RT @BarackObama: All across America people chose to get involved, get engaged and stand up. Each of us can make a difference, and all of us…"
63,-0.5423,Fri Dec 29 18:58:20 +0000 2017,0.885,0.115,0.0,@TheEllenShow,"RT @BarackObama: As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed to domi…"
64,-0.2263,Thu Dec 28 21:04:36 +0000 2017,0.826,0.174,0.0,@TheEllenShow,"This is one year we won’t soon forget. ??

https://t.co/mrRAC2aZKD"
65,0.6908,Thu Dec 28 18:36:44 +0000 2017,0.584,0.0,0.416,@TheEllenShow,Looks like it was my turn to save a hummingbird. https://t.co/O5NfeIHYWr
66,0.6369,Wed Dec 27 20:06:14 +0000 2017,0.704,0.0,0.296,@TheEllenShow,"I love having animals in our family. #OneMillionActsOfGood 

Artwork by: @RachelRyle https://t.co/PrNh2Uu95J"
67,0.4939,Wed Dec 27 19:06:15 +0000 2017,0.652,0.0,0.348,@TheEllenShow,Doughnut tell me this isn’t adorable. https://t.co/7fKEshfpFo
68,0.6239,Tue Dec 26 22:04:00 +0000 2017,0.707,0.071,0.223,@TheEllenShow,"Happy #BoxingDay! Speaking of boxes, don’t forget to turn the box to @NBC tonight for your second chance to watch a… https://t.co/jrbqiaVWGq"
69,0.5859,Tue Dec 26 20:43:51 +0000 2017,0.84,0.0,0.16,@TheEllenShow,Didn’t get what you wanted for Christmas? Watch my show and you can win everything from the #12Days of Giveaways. https://t.co/2qlFC8LVyU
70,0.8519,Tue Dec 26 18:41:40 +0000 2017,0.646,0.0,0.354,@TheEllenShow,"Reuben de Maid is amazing at makeup. Please enjoy the next episode of what I’m calling, Reuben de Makeup. https://t.co/TkL4KJuQIB"
71,0.9246,Tue Dec 26 17:13:05 +0000 2017,0.492,0.0,0.508,@TheEllenShow,"Happy birthday to two of my favorite people, @BethBehrs and @JaredLeto. I love you like a brother. And a sister."
72,0.8955,Mon Dec 25 19:57:43 +0000 2017,0.357,0.0,0.643,@TheEllenShow,Merry Christmas. Here’s a great last minute gift idea! https://t.co/DuxFMgcasa
73,0.821,Mon Dec 25 19:13:30 +0000 2017,0.735,0.0,0.265,@TheEllenShow,"The Bellas are on my show today! #PitchPerfect3 is so much fun, have you seen it yet? They’re the perfect people to… https://t.co/XS6w4vGM8m"
74,0.9136,Mon Dec 25 17:05:05 +0000 2017,0.485,0.0,0.515,@TheEllenShow,"Whatever you celebrate, I’m sending joy, love and light to you and your family."
75,0.5848,Sun Dec 24 22:19:34 +0000 2017,0.613,0.0,0.387,@TheEllenShow,Merry Christmas from everyone at #GameofGames! https://t.co/nW7FpiM7GA
76,0.5411,Sun Dec 24 19:59:26 +0000 2017,0.845,0.0,0.155,@TheEllenShow,"70,000 yards! That’s how far my friend @DrewBrees has passed. It’s also how much ribbon I bought for wrapping prese… https://t.co/qBNZuahTZk"
77,0.3612,Sun Dec 24 18:58:06 +0000 2017,0.762,0.0,0.238,@TheEllenShow,Draw me like one of your French girls. https://t.co/PRZpnHuhNJ
78,0.8074,Sun Dec 24 16:53:06 +0000 2017,0.622,0.0,0.378,@TheEllenShow,"Happy birthday, @RyanSeacrest, @Ricky_Martin and @Louis_Tomlinson. I didn’t realize the handsomest person I know wa… https://t.co/ZjxmLUSqBd"
79,0.0,Sat Dec 23 21:18:40 +0000 2017,1.0,0.0,0.0,@TheEllenShow,Christmas! Behold! https://t.co/fJd7Cwy5s0
80,0.25,Sat Dec 23 19:35:16 +0000 2017,0.724,0.105,0.171,@TheEllenShow,The holidays are a time for family and togetherness and hilariously awkward photos. https://t.co/rrCh1rplhx
81,0.6239,Fri Dec 22 19:51:31 +0000 2017,0.823,0.0,0.177,@TheEllenShow,"If you see Vixen in my show today, you could win all the gifts from my #12Days of Giveaways! https://t.co/XY8S1pKsNB"
82,0.0,Fri Dec 22 17:24:51 +0000 2017,1.0,0.0,0.0,@TheEllenShow,Santa baby. https://t.co/ADyz7PLFvg
83,0.4588,Thu Dec 21 20:46:18 +0000 2017,0.7,0.0,0.3,@TheEllenShow,Two of my favorite dancers. #EllenShowMeMore @official_tWitch https://t.co/HGGPGDlq2r
84,0.4404,Thu Dec 21 19:39:38 +0000 2017,0.734,0.0,0.266,@TheEllenShow,Nothing feels better than seeing a military reunion. #EllenShowMeMore  https://t.co/6lcEsgmgb0
85,0.765,Thu Dec 21 18:45:41 +0000 2017,0.663,0.0,0.337,@TheEllenShow,"Happy birthday, @SamuelLJackson. I hope you got those m***er f***ing snakes off that m***er f***ing plane."
86,0.0,Thu Dec 21 16:06:09 +0000 2017,1.0,0.0,0.0,@TheEllenShow,It’s the first day of Winter! Game of Thrones fans were right. Winter really was coming. #WinterSolstice
87,0.0,Wed Dec 20 20:58:45 +0000 2017,1.0,0.0,0.0,@TheEllenShow,I can’t tell if those are front paws or tassels. https://t.co/hDvjOf4B8c
88,0.7717,Wed Dec 20 20:06:38 +0000 2017,0.758,0.0,0.242,@TheEllenShow,Watch my show this week and you could win every single gift from my #12Days of Giveaways. And don’t say I didn’t wa… https://t.co/BW13kuTNaC
89,0.7003,Wed Dec 20 17:45:15 +0000 2017,0.734,0.0,0.266,@TheEllenShow,I still think about this baby. I hope he thinks about me. ‘Tis the season for doing good. #OneMillionActsOfGood… https://t.co/on4PGaXrXu
90,0.7902,Wed Dec 20 16:41:58 +0000 2017,0.731,0.0,0.269,@TheEllenShow,"Happy birthday, @MaryConnelly. I’m very glad you were born and became my Executive Producer, and show up at work ev… https://t.co/uk69jXYEwW"
91,0.0,Tue Dec 19 21:04:50 +0000 2017,1.0,0.0,0.0,@TheEllenShow,Watch what happens when @Andy answers my burning questions. #EllenShowMeMore https://t.co/x7owR9WsR1
92,0.8531,Tue Dec 19 20:05:44 +0000 2017,0.692,0.0,0.308,@TheEllenShow,"Dayo was so good at Hot Hands last night, he went home with $100K. Barely! Could you have done better? Play the gam… https://t.co/O6j6xCgW7e"
93,0.5848,Tue Dec 19 19:45:37 +0000 2017,0.513,0.0,0.487,@TheEllenShow,"Merry Christmas, @JustinBieber! #EllenShowMeMore https://t.co/yot75xWWPO"
94,0.4215,Tue Dec 19 18:02:26 +0000 2017,0.682,0.108,0.21,@TheEllenShow,"Happy birthday, Jake Gyllenhaal. Don’t forget to deck the Gyllenhaals with boughs of holly."
95,0.69,Tue Dec 19 05:55:05 +0000 2017,0.711,0.0,0.289,@TheEllenShow,"I hope you’re ready, West Coast. #GameofGames starts in 5 minutes! We can’t wait to watch it again."
96,0.34,Tue Dec 19 03:58:50 +0000 2017,0.87,0.0,0.13,@TheEllenShow,"That’s how you play #GameofGames. My apologies to Katherine Hepburn, Duran Duran, and Tom Selleck. Congratulations… https://t.co/morWh28pzs"
97,0.4019,Tue Dec 19 03:49:51 +0000 2017,0.687,0.099,0.215,@TheEllenShow,I don’t know why I like dropping people through trap doors so much. I have many layers. I’m like a bean dip. #GameofGames
98,0.5106,Tue Dec 19 03:40:16 +0000 2017,0.719,0.0,0.281,@TheEllenShow,I think we can all agree playing this game takes a lot of balls. #GameofGames
99,0.5106,Tue Dec 19 03:37:28 +0000 2017,0.732,0.0,0.268,@TheEllenShow,Fun Fact: that’s actually my ball blaster from home. #GameofGames
